L,C,R
0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
9.380180461683410797e+00,7.870299805725777276e+01,1.191682148105881822e+01
2.032144203018617645e+01,4.860149507216974030e+01,3.107706289764407970e+01
2.566069257190353525e+01,4.154137717280718078e+01,3.279793025528927330e+01
2.871169399126772248e+01,2.692205488632839661e+01,4.436625112240387381e+01
3.257240424364555764e+01,2.291864137680919100e+01,4.450895437954523715e+01
3.356322710817361354e+01,1.765789440400097021e+01,4.877887848782540914e+01
3.493404007904063491e+01,1.616400871754587243e+01,4.890195120341348201e+01
3.656447514748379035e+01,1.621151774797474587e+01,4.722400710454144956e+01
3.632191029290712692e+01,1.923320432602474384e+01,4.444488538106811149e+01
3.730274761279228812e+01,2.029461262542842803e+01,4.240263976177926963e+01
4.025613284247000223e+01,1.951611832134873126e+01,4.022774883618125585e+01
4.162557342373845159e+01,1.923994642348596429e+01,3.913448015277557346e+01
4.319947865377503149e+01,1.770199211983151599e+01,3.909852922639343831e+01
4.309194880261257055e+01,1.823645048031601235e+01,3.867160071707139934e+01
4.340052805576263495e+01,1.792333906333616156e+01,3.867613288090119283e+01
4.638246587995615045e+01,1.657550533649245139e+01,3.704202878355139461e+01
4.650194345595301826e+01,1.819433118552953843e+01,3.530372535851743265e+01
4.923289113789613225e+01,1.735739335560669261e+01,3.340971550649715738e+01
4.859720540320376614e+01,1.402192763623458482e+01,3.738086696056164016e+01
4.761461428153194220e+01,1.511722274800485799e+01,3.726816297046319448e+01
4.757856320344792067e+01,1.734284391435421568e+01,3.507859288219786009e+01
4.733727721712586600e+01,1.578220172774139662e+01,3.688052105513273204e+01
4.727255361231291175e+01,1.760676389349079685e+01,3.512068249419629495e+01
4.997666576887193202e+01,1.544819368038523955e+01,3.457514055074282311e+01
5.109025495912651849e+01,1.700462035272953187e+01,3.190512468814394609e+01
5.178888155450763264e+01,1.759069568571348796e+01,3.062042275977886518e+01
5.517346553327057990e+01,1.277939422896424304e+01,3.204714023776516996e+01
5.513078336009792935e+01,1.440120867662042059e+01,3.046800796328163585e+01
5.493033535694954850e+01,1.661374005065756876e+01,2.845592459239287564e+01
5.503770680732372256e+01,1.580021914122472992e+01,2.916207405145154397e+01
