L,C,R
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.575388471676763880e-01,4.849223056646472241e-01,2.575388471676763880e-01
3.869771269036441641e-01,2.254828778089606467e-01,3.875399952873951892e-01
4.384229767832802938e-01,1.917501750820039541e-01,3.698268481347157244e-01
4.569528754867725473e-01,1.548879882989084300e-01,3.881591362143189672e-01
4.663707562478084379e-01,1.241595170727322756e-01,4.094697266794591894e-01
4.803343537061690594e-01,1.313364311110888083e-01,3.883292151827420491e-01
4.930655883291679697e-01,1.369048826829345755e-01,3.700295289878973160e-01
5.169191996103259523e-01,1.188486811888757322e-01,3.642321192007982322e-01
5.081518329362072484e-01,1.465369402900949525e-01,3.453112267736976326e-01
5.086586274765125815e-01,1.247518202927860864e-01,3.665895522307011101e-01
5.015623401479237797e-01,1.470015063295448121e-01,3.514361535225312139e-01
5.336727458887298159e-01,1.001096714185791825e-01,3.662175826926908906e-01
5.441604073865105029e-01,7.988297963244350708e-02,3.759566129810458790e-01
5.420452870996326222e-01,9.356005663924941984e-02,3.643946562611178885e-01
5.477379262900764489e-01,1.080882341504172395e-01,3.441738395595062561e-01
5.488965019232058262e-01,1.205201122754301635e-01,3.305833858013639270e-01
5.490002913714541188e-01,1.396270473321432337e-01,3.113726612964025642e-01
5.580463160804743916e-01,1.273552102770016403e-01,3.145984736425238570e-01
5.712415103106531777e-01,1.232913545146954726e-01,3.054671351746511831e-01
5.677376829314170203e-01,1.311936042574718686e-01,3.010687128111109723e-01
5.818916076375983959e-01,1.310448137784659128e-01,2.870635785839355525e-01
6.353109008315713790e-01,9.669295314245518469e-02,2.679961460259733252e-01
6.403031563641795598e-01,1.076397004591785611e-01,2.520571431766417958e-01
6.351626144884922054e-01,1.135456667031877892e-01,2.512917188083199083e-01
6.519815840959857223e-01,9.226455582761439178e-02,2.557538600763997194e-01
6.326857272685361133e-01,1.271638405463292043e-01,2.401504321851345436e-01
6.462038425494118776e-01,1.255671235748801184e-01,2.282290338757078374e-01
6.753883024723635886e-01,8.955961798186465317e-02,2.350520795457715639e-01
6.632834667450443478e-01,1.126674146833818446e-01,2.240491185715736133e-01
6.711479787299921007e-01,1.180786732424796287e-01,2.107733480275282567e-01
6.665914119150877504e-01,1.167092225061856503e-01,2.166993655787263773e-01
6.601493410078217439e-01,1.290558839445003214e-01,2.107947750476779902e-01
6.670277337712694488e-01,1.255871612262127179e-01,2.073851050025177500e-01
6.859151001460168651e-01,1.192288181685537962e-01,1.948560816854292554e-01
6.755719561654470739e-01,1.313129527819785758e-01,1.931150910525744058e-01
6.934899925759894224e-01,1.050631219622859547e-01,2.014468854617245952e-01
6.966998330643242587e-01,1.105162659333960157e-01,1.927839010022797117e-01
6.940305701597513366e-01,1.163251047367422214e-01,1.896443251035064281e-01
6.916414371225408919e-01,1.283322234686540553e-01,1.800263394088049973e-01
7.045451417820380868e-01,1.171641140877882903e-01,1.782907441301735951e-01
7.088106764576957985e-01,1.148892330075180351e-01,1.763000905347860969e-01
7.260686791748895974e-01,1.052394331516307291e-01,1.686918876734796735e-01
7.456184499307282332e-01,9.007176668365371452e-02,1.643097833856179968e-01
7.557794766495995464e-01,8.002381895133345302e-02,1.641967043990670283e-01
7.384162327848292628e-01,1.089687012212993134e-01,1.526150659938713128e-01
7.327126374264194553e-01,1.186564700877580369e-01,1.486308924858224523e-01
7.151618408191160459e-01,1.380022243351151368e-01,1.468359348457687896e-01
7.104885597326134894e-01,1.459527767050695923e-01,1.435586635623168628e-01
7.290276960414062701e-01,1.317671583669233204e-01,1.392051455916703540e-01
