L,C,R
6.535786660514895097e-01,1.969756401949272484e-01,1.494456937535832974e-01
6.649775626520115779e-01,1.760356374472539231e-01,1.589867999007346100e-01
6.342234375039820238e-01,1.984381009720980749e-01,1.673384615239200124e-01
6.105019332933537823e-01,2.141027197841909313e-01,1.753953469224553419e-01
5.899345126710674458e-01,2.273990812326437683e-01,1.826664060962888692e-01
5.562377975027286148e-01,2.598285260825398124e-01,1.839336764147315728e-01
5.383916900279052120e-01,2.665181244603744282e-01,1.950901855117203598e-01
5.172521560737644020e-01,2.736475373965873703e-01,2.091003065296482832e-01
5.430223886331559946e-01,2.340646565649695809e-01,2.229129548018745077e-01
5.196257586059636058e-01,2.537768884590076435e-01,2.265973529350289173e-01
5.658283216997929133e-01,1.961609234978489713e-01,2.380107548023583097e-01
5.118338706285994189e-01,2.355842128174461814e-01,2.525819165539546218e-01
4.550674784511926640e-01,2.975868334277119720e-01,2.473456881210955860e-01
3.893937777683819101e-01,3.637404193543856135e-01,2.468658028772327262e-01
4.845095137116824935e-01,2.097275109773626134e-01,3.057629753109551429e-01
4.281360621050545601e-01,2.585244309275664398e-01,3.133395069673792221e-01
3.988092761123372965e-01,2.527053704003731638e-01,3.484853534872897063e-01
3.276853685494801049e-01,3.163366797875954428e-01,3.559779516629247298e-01
3.247325147653647992e-01,2.210509635732947342e-01,4.542165216613407441e-01
2.846460874883925407e-01,2.325712110118372533e-01,4.827827014997704835e-01
2.250505254633668184e-01,2.391338201605326952e-01,5.358156543761007917e-01
1.867968056576115310e-01,2.568472599767506193e-01,5.563559343656381273e-01
1.591897230920979178e-01,2.997058496888299617e-01,5.411044272190724813e-01
1.642252378331145735e-01,2.908486139684196004e-01,5.449261481984661870e-01
1.578961386736795758e-01,2.751245471171444579e-01,5.669793142091763549e-01
