L,C,R
8.034847813672173489e-01,6.776635758342131055e-02,1.287488610493612018e-01
7.887263233893887504e-01,8.955538820099634423e-02,1.217182884096147805e-01
7.750789550110358528e-01,1.112051647304870688e-01,1.137158802584769812e-01
7.995111096510837401e-01,8.397031591767716019e-02,1.165185744312391414e-01
7.737495567592189705e-01,1.124210464824178801e-01,1.138293967583630939e-01
7.596415409232464278e-01,1.323999389899362111e-01,1.079585200868173750e-01
7.820267286737351276e-01,1.100455854846731779e-01,1.079276858415917917e-01
8.118694795628884631e-01,8.484216516639637995e-02,1.032883552707151570e-01
8.056269097159491910e-01,9.429101694546719592e-02,1.000820733385835992e-01
7.969594682068980029e-01,1.076961672122451336e-01,9.534436458085686350e-02
8.091295165329828176e-01,9.320582366769623872e-02,9.766465979932097141e-02
8.061391601807966767e-01,1.012010926042296727e-01,9.265974721497380329e-02
7.817573585057070451e-01,1.290201908372448081e-01,8.922245065704821620e-02
8.028853003762479457e-01,1.133299602157425978e-01,8.378473940800949815e-02
8.171855256424148672e-01,1.001263342245643923e-01,8.268814013302067112e-02
8.008376854926205768e-01,1.208396029051209408e-01,7.832271160225857953e-02
8.069372761411761630e-01,1.128372666871010344e-01,8.022545717172295532e-02
7.870135966369269376e-01,1.346112835121264506e-01,7.837511985094676448e-02
8.140920951743378930e-01,1.060679814738025029e-01,7.983992335185971512e-02
7.906644567726192063e-01,1.310187726491212623e-01,7.831677057825953137e-02
7.719994942140820937e-01,1.466211074800626291e-01,8.137939830585533274e-02
7.928438253915698342e-01,1.267765498988802642e-01,8.037962470955008210e-02
7.516541176941556879e-01,1.701139917715616123e-01,7.823189053428272755e-02
7.465572639963414803e-01,1.762520843352046174e-01,7.719065166845395787e-02
7.092811827849945239e-01,2.089630708959183403e-01,8.175574631908726075e-02
8.186664808406317606e-01,8.767149584604369550e-02,9.366202331332457165e-02
7.566558700635768187e-01,1.535401943615211928e-01,8.980393557490205791e-02
7.189198410930296435e-01,1.848379383448282565e-01,9.624222056214221110e-02
6.865278069918745452e-01,2.123954788038815988e-01,1.010767142042440503e-01
6.797877294252753222e-01,2.088667100496690299e-01,1.113455605250558977e-01
6.779493069345317036e-01,2.073231810748256132e-01,1.147275119906428220e-01
6.532431684654443904e-01,2.133440073238401513e-01,1.334128242107156803e-01
6.212083590720354209e-01,2.231123523198340064e-01,1.556792886081306837e-01
6.449561428151646680e-01,1.953300820867499565e-01,1.597137750980854309e-01
5.937428370351920393e-01,2.454690254732711518e-01,1.607881374915368644e-01
5.739734837665306788e-01,2.482137906450292419e-01,1.778127255884401903e-01
5.521912551961689619e-01,2.701281072002976735e-01,1.776806376035335033e-01
5.013764728339419330e-01,3.206202196361700452e-01,1.780033075298881051e-01
4.833617515095958161e-01,3.091269485350595647e-01,2.075112999553447302e-01
4.641386370255837779e-01,3.096501970665695436e-01,2.262111659078468173e-01
4.293220436122484607e-01,3.325478160119710314e-01,2.381301403757806190e-01
4.246997529640753055e-01,3.278020138860966437e-01,2.474982331498281618e-01
4.478965922061178828e-01,2.657103073065464338e-01,2.863931004873357944e-01
4.564674691184631428e-01,2.443391810206330672e-01,2.991933498609039010e-01
4.335825251382059986e-01,1.678700345078034672e-01,3.985474403539905897e-01
3.831865318209600746e-01,2.257582378441867488e-01,3.910552303348531766e-01
3.526969568370164620e-01,2.609723039837333336e-01,3.863307391792501488e-01
3.175832875161042068e-01,2.844870948798182697e-01,3.979296176040774680e-01
2.988945778291032807e-01,2.764825685627180785e-01,4.246228536081785854e-01
2.699774872909748713e-01,2.880971874081715289e-01,4.419253253008534887e-01
2.391963949090995523e-01,3.137270345921752690e-01,4.470765704987250677e-01
2.461879295887483554e-01,2.608176589463034878e-01,4.929944114649480458e-01
2.415184007719862191e-01,2.224596039387086444e-01,5.360219952893050532e-01
2.161009394879668255e-01,2.238758766076269779e-01,5.600231839044060855e-01
1.736468986003964210e-01,2.716978258835208715e-01,5.546552755160825132e-01
1.551485735146649336e-01,2.624059432459895369e-01,5.824454832393453074e-01
1.443315131586272171e-01,2.382694156451449219e-01,6.173990711962276112e-01
1.255095538904847374e-01,2.609040293637587826e-01,6.135864167457563134e-01
1.274205028420190289e-01,2.677762687629333671e-01,6.048032283950474097e-01
1.096407190814359528e-01,1.883003712703458510e-01,7.020589096482180436e-01
