L,C,R
7.595057718451285744e-01,1.712188197079169694e-01,6.927540844695463662e-02
8.063908042417619049e-01,1.221461904518620772e-01,7.146300530637622606e-02
7.826972437215546918e-01,1.475934396855842212e-01,6.970931659286122573e-02
7.517814643108218231e-01,1.745355425778750968e-01,7.368299311130324658e-02
7.923487782470615137e-01,1.270019100205662388e-01,8.064931173237248341e-02
7.557042357498353624e-01,1.609809874671073726e-01,8.331477678305736212e-02
7.228408385191680274e-01,1.933384372524879491e-01,8.382072422834412062e-02
7.340788075614592678e-01,1.692728476538252758e-01,9.664834478471559520e-02
7.734257654169699459e-01,1.276159648524414769e-01,9.895826973058874376e-02
7.364733818484866523e-01,1.666362015982610356e-01,9.689041655325256186e-02
7.284664971666172661e-01,1.709257173475723646e-01,1.006077854858105358e-01
7.351604616881217691e-01,1.599383876696018614e-01,1.049011506422764251e-01
7.191664607089400807e-01,1.800338256377641277e-01,1.007997136532960414e-01
6.739722325110329981e-01,2.141691467150866057e-01,1.118586207738804794e-01
6.459591387823199193e-01,2.316953847345369633e-01,1.223454764831431868e-01
6.188974407288115875e-01,2.530689757603927781e-01,1.280335835107956899e-01
5.858446481388497329e-01,2.644416107947795136e-01,1.497137410663707535e-01
5.737960040301672837e-01,2.408711147417923470e-01,1.853328812280403692e-01
5.434303894665357682e-01,2.436998671403209915e-01,2.128697433931432681e-01
5.010637021428758775e-01,2.575495692272706805e-01,2.413867286298534975e-01
4.455004297617650155e-01,2.970632143148881354e-01,2.574363559233469601e-01
4.453667966661621347e-01,2.716397840873934211e-01,2.829934192464444997e-01
3.983642270585507905e-01,3.174829042925931821e-01,2.841528686488560829e-01
3.933913913253394568e-01,3.048559532046697940e-01,3.017526554699908048e-01
3.919829784277141793e-01,2.900549701677377912e-01,3.179620514045480850e-01
3.469337365432808573e-01,2.734000470856684517e-01,3.796662163710508020e-01
3.441572477049861245e-01,2.310178267959678289e-01,4.248249254990460466e-01
3.212650451087650239e-01,2.545072121231177764e-01,4.242277427681171997e-01
2.939243127010926493e-01,2.850317407992147278e-01,4.210439464996926784e-01
2.824071433774756335e-01,2.864303744981768207e-01,4.311624821243477124e-01
2.566315657835780972e-01,2.911130732788163034e-01,4.522553609376057659e-01
2.417670508735155765e-01,2.837852999639045581e-01,4.744476491625800318e-01
2.144788789432815479e-01,2.447346211214248279e-01,5.407864999352938185e-01
1.891020531773969227e-01,2.469652335723755143e-01,5.639327132502276463e-01
1.598159144459095349e-01,1.896768476963110461e-01,6.505072378577794190e-01
1.259605635635924759e-01,1.384350102078320266e-01,7.356044262285756918e-01
9.957807576879734723e-02,1.633327070314944396e-01,7.370892171997084352e-01
7.872586390600341821e-02,2.114035885517536739e-01,7.098705475422432132e-01
7.205587770524679581e-02,2.174830716450358858e-01,7.104610506497175404e-01
5.921597859272112463e-02,2.330120868811914325e-01,7.077719345260876649e-01
