L,C,R
0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
1.897096495629990542e+01,6.031749313183133410e+01,2.071154191186876048e+01
3.151506139958173947e+01,3.584384188007582139e+01,3.264109672034243914e+01
3.440381281404471281e+01,3.313626986810279362e+01,3.245991731785249357e+01
3.751129682700140933e+01,2.875935560490968967e+01,3.372934756808891166e+01
3.933956517396437391e+01,2.749118644958452862e+01,3.316924837645110813e+01
4.366248517579597888e+01,2.205863425177206594e+01,3.427888057243195874e+01
4.436956809015802605e+01,2.197784687849637564e+01,3.365258503134560186e+01
4.947881438467107529e+01,1.818365062366736495e+01,3.233753499166155621e+01
4.994048166158321322e+01,1.792324131270470744e+01,3.213627702571208289e+01
4.916572381791785773e+01,2.045251436040997817e+01,3.038176182167216055e+01
5.131216603093761819e+01,1.926720539788708209e+01,2.942062857117528907e+01
5.313537916115080861e+01,1.708141874396354254e+01,2.978320209488563819e+01
5.298599451571249830e+01,1.520164709393954183e+01,3.181235839034794921e+01
5.418534090085739052e+01,1.403760839929017123e+01,3.177705069985242403e+01
5.335004515523058899e+01,1.645314534936664685e+01,3.019680949540274284e+01
5.345304746691655140e+01,1.812825512757017776e+01,2.841869740551325663e+01
5.295126836082027211e+01,1.829138775281938578e+01,2.875734388636032079e+01
5.465857910903660155e+01,1.757456631774373790e+01,2.776685457321963568e+01
5.347488178564979222e+01,1.959816655948358033e+01,2.692695165486660258e+01
5.520880350762465838e+01,1.517403421720736567e+01,2.961716227516795641e+01
5.484007566202198092e+01,1.699200630375361953e+01,2.816791803422437468e+01
5.494527486696080842e+01,1.856707524339840276e+01,2.648764988964076039e+01
5.565134401957929100e+01,1.870544874142482072e+01,2.564320723899585985e+01
5.770130943968056414e+01,1.682666101165727568e+01,2.547202954866212110e+01
5.956347315922376850e+01,1.655415267400898571e+01,2.388237416676721736e+01
5.996759087371279406e+01,1.751475105772786023e+01,2.251765806855931018e+01
6.160136915916012867e+01,1.689667341370551767e+01,2.150195742713431457e+01
6.077402632113658143e+01,1.856997669316634614e+01,2.065599698569702980e+01
6.123967597026896215e+01,1.807188052136391221e+01,2.068844350836707946e+01
6.807651503042036722e+01,1.246473527084241262e+01,1.945874969873717575e+01
