L,C,R
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.579980937120606388e-01,6.840038125758787224e-01,1.579980937120606388e-01
2.792989545971164000e-01,4.480116971485254007e-01,2.726893482543581992e-01
3.768237166181834241e-01,3.037938869685978815e-01,3.193823964132186943e-01
4.440236165303453331e-01,2.345195687379937610e-01,3.214568147316609337e-01
4.701658270334577727e-01,2.052883679411332540e-01,3.245458050254089732e-01
4.718526494427529028e-01,1.696911288843283572e-01,3.584562216729187401e-01
4.920292748356571710e-01,1.278949731703603043e-01,3.800757519939825246e-01
4.823423354861149370e-01,1.508185450720072041e-01,3.668391194418778589e-01
4.939901776036300096e-01,1.400322458241363699e-01,3.659775765722336205e-01
5.071553776446217077e-01,1.211321263407667687e-01,3.717124960146115376e-01
5.052593346600194879e-01,1.214535375225751085e-01,3.732871278174054175e-01
5.089683163757754425e-01,1.418301949536897588e-01,3.492014886705347987e-01
5.436087182899460579e-01,9.340834002282871751e-02,3.629829416872252246e-01
5.302542948194945982e-01,1.266625762029872926e-01,3.430831289775181370e-01
5.469811132232803574e-01,1.256536054182492979e-01,3.273652813584703170e-01
5.704505911191676271e-01,1.122523584033436467e-01,3.172970504774887401e-01
5.769145183607530258e-01,1.055670699346328290e-01,3.175184117046142007e-01
5.933076442212109614e-01,1.010393510930983618e-01,3.056530046856907323e-01
5.945409733043167666e-01,1.108775815943530141e-01,2.945814451013302193e-01
5.881560353820783904e-01,1.336879950671341633e-01,2.781559695507874186e-01
5.875860137576667253e-01,1.503133050141612914e-01,2.621006812281719833e-01
6.149973466517831833e-01,1.067443563785432370e-01,2.782582969696735242e-01
6.046902879032127753e-01,1.301085203428219428e-01,2.652011917539652264e-01
6.438205687661718857e-01,9.244621601903384167e-02,2.637332152147942588e-01
6.500526438903925230e-01,1.017291703326210772e-01,2.482181857769863997e-01
6.533403154715763383e-01,1.040093798818232662e-01,2.426503046466004787e-01
6.772783100046332327e-01,9.021363104453508641e-02,2.325080589508316808e-01
6.686371369119171737e-01,1.170881382639781809e-01,2.142747248241047009e-01
7.055662969762169778e-01,8.467463347845451127e-02,2.097590695453285525e-01
6.963238235868598469e-01,1.066147447258751074e-01,1.970614316872651706e-01
7.137678005670842207e-01,9.364361827121463200e-02,1.925885811617012999e-01
7.164590049450313414e-01,1.011635772791574656e-01,1.823774177758113457e-01
7.220492544871603968e-01,1.085331913251394720e-01,1.694175541877002422e-01
7.438338571232899765e-01,9.551896410383124703e-02,1.606471787728789014e-01
7.549864273765908296e-01,8.816329054226124118e-02,1.568502820811480403e-01
7.470344971679431234e-01,1.040324538302648816e-01,1.489330490017921060e-01
7.385094848200789430e-01,1.189002382330296148e-01,1.425902769468915254e-01
7.506332419170524961e-01,1.129793370895193633e-01,1.363874209934281823e-01
7.634878004012106700e-01,1.083913935101453729e-01,1.281208060886439570e-01
7.374945498958231926e-01,1.373177875962073302e-01,1.251876625079694216e-01
7.539586275625805856e-01,1.210984949611996764e-01,1.249428774762197797e-01
7.501257485659913460e-01,1.304419750122182697e-01,1.194322764217904675e-01
8.009678694090882622e-01,7.793176890442057858e-02,1.211003616864911869e-01
8.017077417074386370e-01,8.250111939482257517e-02,1.157911388977386630e-01
7.940986039027534416e-01,9.131878936544386705e-02,1.145826067318026220e-01
7.950447860477842799e-01,9.416517160712438439e-02,1.107900423450912802e-01
7.928618827862589091e-01,1.012876781140926719e-01,1.058504390996483080e-01
7.991431770321585359e-01,9.825412855843101978e-02,1.026026944094102916e-01
8.287809633373819374e-01,7.319080298788327443e-02,9.802823367473477434e-02
8.127287958618681918e-01,9.717379698111849873e-02,9.009740715701333724e-02
8.059523336203540111e-01,1.067879107411858486e-01,8.725975563846022354e-02
8.052479339386828805e-01,1.112676181813580661e-01,8.348444787995902561e-02
7.998780547823561848e-01,1.132822234137112194e-01,8.683972180393272067e-02
8.496320963454131459e-01,6.499272839996728113e-02,8.537517525461972567e-02
8.174634439657084695e-01,1.017623404514456098e-01,8.077421558284607339e-02
7.916521652727455116e-01,1.285871171870951457e-01,7.976071754015943982e-02
7.853814276006347850e-01,1.364341394795996476e-01,7.818443291976567844e-02
7.623050510074012021e-01,1.569944551402509547e-01,8.070049385234794037e-02
7.646607759061402332e-01,1.558474740262457692e-01,7.949175006761406703e-02
7.997014519506280283e-01,1.158472095433118604e-01,8.445133850606025006e-02
8.434705723904741825e-01,7.383150196338464366e-02,8.269792564614117381e-02
