L,C,R
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.691781181055583561e-01,6.616437637888832324e-01,1.691781181055583561e-01
2.752005091870209363e-01,4.968471152479227992e-01,2.279523755650562089e-01
4.000468047296359408e-01,2.765812193036709665e-01,3.233719759666929816e-01
4.557408032921548835e-01,2.170402785951719427e-01,3.272189181126730628e-01
4.850193159428408118e-01,1.819682606959440174e-01,3.330124233612150597e-01
5.128024822002609229e-01,1.607419977036881886e-01,3.264555200960508330e-01
5.111489388030737713e-01,1.502171472216875525e-01,3.386339139752385652e-01
5.432804972447480285e-01,1.223534979241768517e-01,3.343660048310749811e-01
5.290488475167123283e-01,1.349930034531570122e-01,3.359581490301305484e-01
5.401813184593954320e-01,1.188291672059082482e-01,3.409895143346962088e-01
5.501491622518223101e-01,1.044194614215558647e-01,3.454313763266216863e-01
5.349591219797631414e-01,1.412568392393058758e-01,3.237840387809308718e-01
5.490026906405477414e-01,1.137654912356756282e-01,3.372318181237765611e-01
5.749966143650275807e-01,7.513791017456154797e-02,3.498654754604108019e-01
5.697035324182689875e-01,8.511525104982764489e-02,3.451812165319033676e-01
5.691682860895813656e-01,9.793621524121459698e-02,3.328954986692040929e-01
5.771536151807686865e-01,1.143278837450147911e-01,3.085185010742166334e-01
5.812758370347287373e-01,1.071877163381496217e-01,3.115364466271217658e-01
5.769876241170496245e-01,1.272359723526640951e-01,2.957764035302863914e-01
5.803425825582237962e-01,1.419284492622039373e-01,2.777289681795723220e-01
5.971446784184394341e-01,1.415957036991268014e-01,2.612596178824339033e-01
6.385628894899589847e-01,1.120874470617235219e-01,2.493496634483176322e-01
6.380703421730150593e-01,1.205307811965151688e-01,2.413988766304699385e-01
6.571116567042409873e-01,1.135723844611745692e-01,2.293159588345846933e-01
6.569670736280852630e-01,1.272307957787952026e-01,2.158021305931196454e-01
6.859754461534939285e-01,1.035894025378050060e-01,2.104351513087011905e-01
6.859962297174688750e-01,1.181380170251689066e-01,1.958657532573624960e-01
6.990638729298068732e-01,9.297495240645532733e-02,2.079611746637380909e-01
7.168612913901594164e-01,8.724304057547122015e-02,1.958956680343695578e-01
7.170646691638833392e-01,7.646170399734304735e-02,2.064736268387738494e-01
7.156716607582898071e-01,9.468266032687253086e-02,1.896456789148379118e-01
6.984006529829711596e-01,1.220566533464168546e-01,1.795426936706122911e-01
7.587047241617015381e-01,6.453723178203943367e-02,1.767580440562593336e-01
7.540368314465339949e-01,8.004735098462141540e-02,1.659158175688448811e-01
7.429561784356608634e-01,9.626770985167189265e-02,1.607761117126674244e-01
7.384954032853259243e-01,9.842800177024364772e-02,1.630765949444307195e-01
7.286386678019676211e-01,1.123357941338390675e-01,1.590255380641936445e-01
7.406212426936525928e-01,9.731809783345260478e-02,1.620606594728951910e-01
7.337162131379716401e-01,1.086478688398759274e-01,1.576359180221527934e-01
7.217560689890619718e-01,1.285782145223901551e-01,1.496657164885482061e-01
7.463241892472070038e-01,1.106141755933098686e-01,1.430616351594833913e-01
7.415688538721630918e-01,1.222206614754022119e-01,1.362104846524349600e-01
7.934605990088595684e-01,7.557772398293695348e-02,1.309616770082037418e-01
7.934308055729044629e-01,8.469507469541319444e-02,1.218741197316825925e-01
7.967936713399120796e-01,8.687056190278057144e-02,1.163357667573075571e-01
7.880547549934252549e-01,9.895130394534590312e-02,1.129939410612290085e-01
8.084424084418073697e-01,8.067529455327203392e-02,1.108822970049208045e-01
7.879478582547622123e-01,1.020485267081508302e-01,1.100036150370870963e-01
7.775177519837391804e-01,1.173063158249375293e-01,1.051759321913235401e-01
7.944063598865779285e-01,1.044503078998876566e-01,1.011433322135346924e-01
8.014605822946192504e-01,1.011045010594261717e-01,9.743491664595492485e-02
8.022230493870847745e-01,1.011981007712696862e-01,9.657884984164588626e-02
7.907408507882037751e-01,1.162547828432000108e-01,9.300436636859650552e-02
7.764797935150242747e-01,1.296904399170023259e-01,9.382976656797366311e-02
8.152474791169977975e-01,9.032234858335894123e-02,9.443017229964353887e-02
7.997587461105901685e-01,1.104803930729353345e-01,8.976086081647477455e-02
