L,C,R
0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
1.225779815796823158e+01,7.548440368406353684e+01,1.225779815796823158e+01
1.963116879943081017e+01,5.740208621590818439e+01,2.296674498466100189e+01
2.769621218031844379e+01,4.157556098578252346e+01,3.072822683389903275e+01
3.164389425886223250e+01,3.549931812060589920e+01,3.285678762053186830e+01
3.428282082675099929e+01,3.271858467594109499e+01,3.299859449730790573e+01
3.642769339249459648e+01,3.090087252071309010e+01,3.267143408679231698e+01
4.165586478409276339e+01,2.678831996780536429e+01,3.155581524810187588e+01
4.582888615823244294e+01,2.419518506220500242e+01,2.997592877956255464e+01
4.722367749276114068e+01,2.396414604394118442e+01,2.881217646329766424e+01
5.125199204895296390e+01,2.091029721699750610e+01,2.783771073404952290e+01
5.394005249779385736e+01,1.830742802694547677e+01,2.775251947526065877e+01
5.485190763143668136e+01,1.936327795232386961e+01,2.578481441623944193e+01
6.113261070588194457e+01,1.352837947938541951e+01,2.533900981473262348e+01
6.030022916536258748e+01,1.652743747889867265e+01,2.317233335573873276e+01
6.096927249568657459e+01,1.688218809032991530e+01,2.214853941398349946e+01
6.289399826017125861e+01,1.560826511199607403e+01,2.149773662783266204e+01
6.479066067868596690e+01,1.461114400048136019e+01,2.059819532083265514e+01
6.872012402010965104e+01,1.115766231762860095e+01,2.012221366226172492e+01
7.189421346063708995e+01,9.627174617132423506e+00,1.847861192223048121e+01
7.107925898093158423e+01,1.189365213367678287e+01,1.702708888539162047e+01
7.083698687257007975e+01,1.283753157267395473e+01,1.632548155475596019e+01
6.918127502995113787e+01,1.578240549268099180e+01,1.503631947736787566e+01
6.856138208242018095e+01,1.733358973965794902e+01,1.410502817792186647e+01
6.645834170474937252e+01,2.005620795367488896e+01,1.348545034157574740e+01
6.675871223779437003e+01,2.010349389797195485e+01,1.313779386423368045e+01
6.669443598593123568e+01,2.048887700318257643e+01,1.281668701088618967e+01
6.607124770541973646e+01,2.194164312792226568e+01,1.198710916665800674e+01
6.566113871720654060e+01,2.263389998801924818e+01,1.170496129477420766e+01
6.930942996181711635e+01,1.842654754276446027e+01,1.226402249541841805e+01
6.869415740065888087e+01,1.901368799109498653e+01,1.229215460824613615e+01
