L,C,R
3.570972265033584003e-01,2.687840037580862540e-01,3.741187697385555122e-01
3.337232723327843154e-01,2.932536307769065820e-01,3.730230968903092137e-01
3.173039938540239691e-01,2.814531591688338441e-01,4.012428469771422979e-01
2.999730350654972177e-01,2.614366034599905908e-01,4.385903614745123025e-01
2.525532218986880628e-01,2.560627288414870084e-01,4.913840492598250398e-01
2.251378006899392714e-01,2.263200375999127045e-01,5.485421617101481351e-01
1.924927766393013384e-01,2.054664347808682068e-01,6.020407885798305658e-01
1.560557449242497841e-01,2.682889344815186927e-01,5.756553205942316342e-01
1.317850740974027823e-01,2.742461302589598304e-01,5.939687956436374705e-01
1.225643390639494235e-01,2.882967519141607649e-01,5.891389090218899227e-01
9.758448656838777935e-02,3.190134739137680531e-01,5.834020395178443064e-01
1.074926859527484402e-01,3.044277175046221084e-01,5.880795965426295346e-01
1.182405286718335030e-01,2.215827510179944060e-01,6.601767203101721604e-01
9.031114904390906417e-02,2.712827243749978967e-01,6.384061265810931918e-01
