L,C,R
0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
2.348856408144813557e+01,4.759343035087877638e+01,2.891800556767308805e+01
3.235700667162966226e+01,2.712397455321352524e+01,4.051901877515680894e+01
3.362182015674900981e+01,2.337779657425852164e+01,4.300038326899247210e+01
3.424471136012733297e+01,2.331665499048169465e+01,4.243863364939097238e+01
3.654499064999967572e+01,2.261699294352262157e+01,4.083801640647770625e+01
3.788872454746737617e+01,2.158273284780447554e+01,4.052854260472815184e+01
3.868498775665970157e+01,2.208819524978130389e+01,3.922681699355899809e+01
3.858258961234012929e+01,2.478580342764972499e+01,3.663160696001014571e+01
3.883772012844899990e+01,2.219172674074546947e+01,3.897055313080553418e+01
3.882140750238528426e+01,2.288827650178659567e+01,3.829031599582811651e+01
4.059816149923094741e+01,2.090371932375085251e+01,3.849811917701819652e+01
4.148354855760391757e+01,2.181937231754548279e+01,3.669707912485061030e+01
4.274718532898216239e+01,1.848469418957110477e+01,3.876812048144673639e+01
4.206042065474020575e+01,1.901553613324015046e+01,3.892404321201965445e+01
4.222238140115456417e+01,2.006267717980102816e+01,3.771494141904441477e+01
4.408191171573233902e+01,1.707009019235661640e+01,3.884799809191105879e+01
4.397384775133693324e+01,2.066136122989781754e+01,3.536479101876526698e+01
4.595408302083234986e+01,1.824421390711807689e+01,3.580170307204956970e+01
4.630784992253092724e+01,1.906509844754637939e+01,3.462705162992269692e+01
4.990324682248880350e+01,1.483116276394973987e+01,3.526559041356146196e+01
5.021733605477106721e+01,1.407138856728900755e+01,3.571127537793992701e+01
4.906133368496984559e+01,1.603820959640712474e+01,3.490045671862302612e+01
4.930636058331267435e+01,1.757480546921048159e+01,3.311883394747685116e+01
4.896503544488166426e+01,1.910583074955871297e+01,3.192913380555963343e+01
4.936699253277412680e+01,1.296433142833957497e+01,3.766867603888631066e+01
4.986353405874668709e+01,1.303520874712198463e+01,3.710125719413134249e+01
4.904145069786626010e+01,1.387213390871687402e+01,3.708641539341686411e+01
4.810342088418122586e+01,1.550254915864616301e+01,3.639402995717261291e+01
4.829841050866778573e+01,1.591181541106575459e+01,3.578977408026646145e+01
4.823731198661144504e+01,1.481742141382189182e+01,3.694526659956666492e+01
