L,C,R
0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
2.141809980175321471e+01,5.200462274153215958e+01,2.657727745671462927e+01
3.335891874859384387e+01,2.445503165753163799e+01,4.218604959387452880e+01
3.480959502536682493e+01,2.469575853218087857e+01,4.049464644245230005e+01
3.478536236946828808e+01,2.662454093289210633e+01,3.859009669763961625e+01
3.709968596891066994e+01,2.409223414478966063e+01,3.880807988629967298e+01
4.042383449948165719e+01,2.052668739263004127e+01,3.904947810788831219e+01
4.263569410945318339e+01,2.016652348399445671e+01,3.719778240655237056e+01
4.273016750064709157e+01,2.134198052188017058e+01,3.592785197747275561e+01
4.281996203073970264e+01,2.164470327666604987e+01,3.553533469259425459e+01
4.244514905165637231e+01,1.653883800813605376e+01,4.101601294020757393e+01
4.347902207068690927e+01,1.820119980132858828e+01,3.831977812798450600e+01
4.357821198004901930e+01,2.013681754472547070e+01,3.628497047522552066e+01
4.448300127585466868e+01,2.032930805515559669e+01,3.518769066898973819e+01
4.542342877754418851e+01,2.017853444336013169e+01,3.439803677909569046e+01
4.828126167349466868e+01,1.831143596618414904e+01,3.340730236032118938e+01
4.887221647754578413e+01,1.679916770612960519e+01,3.432861581632462133e+01
5.064871588143935099e+01,1.662837226241408572e+01,3.272291185614657394e+01
5.076152291308810049e+01,1.757553458696119364e+01,3.166294249995070587e+01
4.906484920510504111e+01,2.014993890644901597e+01,3.078521188844594647e+01
4.966309178177496619e+01,1.805011382855495583e+01,3.228679438967008508e+01
5.005666026828564696e+01,1.845068400979769763e+01,3.149265572191665186e+01
5.260431246269782690e+01,1.752107675625669359e+01,2.987461078104549017e+01
5.184828171513098027e+01,1.956134518013484680e+01,2.859037310473418003e+01
5.123125034082477924e+01,2.136453678026627756e+01,2.740421287890894675e+01
5.173755898326280800e+01,2.071401254582385931e+01,2.754842847091334690e+01
5.415863932220288035e+01,1.808015161509382196e+01,2.776120906270330124e+01
5.499619308413870300e+01,1.733250516897345861e+01,2.767130174688783839e+01
5.490198614504774355e+01,1.940999078542337841e+01,2.568802306952889225e+01
5.471046974198663548e+01,2.121439260085700695e+01,2.407513765715636112e+01
5.467277317624799338e+01,2.030398764390310262e+01,2.502323917984891466e+01
