L,C,R
7.065315479650351449e-01,1.281279102310472762e-01,1.653405418039175512e-01
7.067900084980813791e-01,1.311782961755958710e-01,1.620316953263228332e-01
7.183983320108978665e-01,1.228528573848383376e-01,1.587488106042637681e-01
7.475624661669582061e-01,9.478148794571315816e-02,1.576560458873286497e-01
7.467036086365784753e-01,1.010538927156292149e-01,1.522424986477922682e-01
7.342023232269098143e-01,1.156833253691112451e-01,1.501143514039789129e-01
7.351292786624044062e-01,1.163365929538136140e-01,1.485341283837819104e-01
7.422310303393089281e-01,1.125249405449505052e-01,1.452440291157404972e-01
7.412003556340625021e-01,1.210318911604211650e-01,1.377677532055163190e-01
7.525791391638166905e-01,1.075521042153205070e-01,1.398687566208627886e-01
7.679638490957831909e-01,9.296050121343336914e-02,1.390756496907834261e-01
7.617848903929168580e-01,9.928922314091781498e-02,1.389258864661651605e-01
7.621451455682753950e-01,1.014544965181482655e-01,1.364003579135763256e-01
7.688281332753331698e-01,9.595559925674485013e-02,1.352162674679221188e-01
7.792442765754620249e-01,8.845158164772558285e-02,1.323041417768123784e-01
7.751481503282868779e-01,9.378759106126555167e-02,1.310642586104474039e-01
7.635748855169590676e-01,1.092004639976813102e-01,1.272246504853595250e-01
7.980267380522705345e-01,7.598065145009172405e-02,1.259926104976375194e-01
7.773337311542338757e-01,1.050145959217804736e-01,1.176516729239855813e-01
7.854087896374136735e-01,9.737076507462771868e-02,1.172204452879585662e-01
7.659262673564753987e-01,1.177051938007222659e-01,1.163685388428022660e-01
7.583797237660321322e-01,1.237508178217850696e-01,1.178694584121827149e-01
7.776856977032092777e-01,1.113045268537154325e-01,1.110097754430752620e-01
7.789769432143284211e-01,1.131237147933825682e-01,1.078993419922889690e-01
7.791183043048885981e-01,1.185564894320382673e-01,1.023252062630731485e-01
7.953617842339889554e-01,1.064097907185387881e-01,9.822842504747225645e-02
8.019316784884505944e-01,1.040137345686267673e-01,9.405458694292265220e-02
7.724023152280882210e-01,1.373849919947227327e-01,9.021269277718900470e-02
7.506568510478810463e-01,1.605817382604536603e-01,8.876141069166522402e-02
7.362975622977245838e-01,1.700939931362778768e-01,9.360844456599744234e-02
8.047634345006560164e-01,1.006072322858724277e-01,9.462933321347147264e-02
8.024577921192482810e-01,1.089967164479693773e-01,8.854549143278230006e-02
7.947203857821663053e-01,1.164589178109885492e-01,8.882069640684515932e-02
7.884287274309709215e-01,1.262653628508798309e-01,8.530590971814913659e-02
8.219805158552282442e-01,9.132533089920309710e-02,8.669415324556849212e-02
7.943919294607105774e-01,1.206487275642135759e-01,8.495934297507563848e-02
8.066344528918923951e-01,1.088851296216352821e-01,8.448041748647217020e-02
7.747179270995731004e-01,1.430145813364121499e-01,8.226749156401455543e-02
8.044266864814991758e-01,1.187048283715428088e-01,7.686848514695777956e-02
7.665809077148700856e-01,1.573338322091237806e-01,7.608526007600593943e-02
7.962526375857063021e-01,1.258190970865598612e-01,7.792826532773371173e-02
8.047336930370928565e-01,1.178222461636986990e-01,7.744406079920822250e-02
7.514062185972794072e-01,1.744101345045435403e-01,7.418364689817687208e-02
7.010152167211810559e-01,2.174572290496476767e-01,8.152755422917110084e-02
6.477592323182256306e-01,2.616993085264417429e-01,9.054145915533244604e-02
6.660820857444806897e-01,2.279462863625509317e-01,1.059716278929681843e-01
6.313957323245019682e-01,2.334770698676361944e-01,1.351271978078617264e-01
5.844485972265708318e-01,2.722112162884977593e-01,1.433401864849313256e-01
5.715835289635615712e-01,2.766439010823745215e-01,1.517725699540638518e-01
5.675536867513297778e-01,2.435182911852730447e-01,1.889280220633970109e-01
5.236751041762308656e-01,2.782506994033332459e-01,1.980741964204357219e-01
5.604118663925193866e-01,2.091979806115658869e-01,2.303901529959145877e-01
5.009088507470080831e-01,2.381476796588521405e-01,2.609434695941396098e-01
4.750194657270081500e-01,2.499312037544692555e-01,2.750493305185224280e-01
4.488791381707569750e-01,2.536631034202154189e-01,2.974577584090274396e-01
4.369897433877796278e-01,2.405509092260839921e-01,3.224593473861361304e-01
3.941952836393218806e-01,2.902493286898391034e-01,3.155553876708388494e-01
3.290827158651385420e-01,3.354226989443893081e-01,3.354945851904719833e-01
3.294038101783937078e-01,2.884230951575522672e-01,3.821730946640538029e-01
3.014759525489403291e-01,3.241969534441358491e-01,3.743270940069236552e-01
2.984946729477496730e-01,2.075322209312307209e-01,4.939731061210193008e-01
2.734108190851108344e-01,2.571644593142204394e-01,4.694247216006685042e-01
2.348741341387373949e-01,2.837004781135145648e-01,4.814253877477477905e-01
2.323307346046208643e-01,2.799243117315947105e-01,4.877449536637841754e-01
2.018029116289902225e-01,2.932535467225205750e-01,5.049435416484889805e-01
1.865587820656528228e-01,3.106895717052656769e-01,5.027516462290811949e-01
1.730504450478285161e-01,3.074866732491643440e-01,5.194628817030068069e-01
1.606328894541937669e-01,2.737427786318470391e-01,5.656243319139588888e-01
1.571143238555753330e-01,2.344802889759569353e-01,6.084053871684673709e-01
1.359797130415913435e-01,2.715414903390820367e-01,5.924787966193262312e-01
1.207376757097602810e-01,2.661833496216767792e-01,6.130789746685626485e-01
9.582519677304408845e-02,2.792143762855260891e-01,6.249604269414295032e-01
