L,C,R
0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
1.239220987546289088e+01,7.521558024907422180e+01,1.239220987546289088e+01
2.179662004780303164e+01,5.716475900927712672e+01,2.103862094291984164e+01
2.636760096551965660e+01,4.882364113021028373e+01,2.480875790427006677e+01
3.495463489414822789e+01,3.498629011120133470e+01,3.005907499465043387e+01
4.487624878425859976e+01,2.208001514833060241e+01,3.304373606741079783e+01
4.615431071611101288e+01,2.188540810096297662e+01,3.196028118292601405e+01
4.907248483004829609e+01,2.099425653079565279e+01,2.993325863915605467e+01
5.128148667637654512e+01,1.966203252578132421e+01,2.905648079784213067e+01
5.247811048933211708e+01,1.929126556287067729e+01,2.823062394779720918e+01
5.398081171103894604e+01,1.915947720327314130e+01,2.685971108568790910e+01
5.345879895021611361e+01,2.078165540137894851e+01,2.575954564840493788e+01
5.451071809318664663e+01,2.093034277856078162e+01,2.455893912825257175e+01
5.447789927658823927e+01,2.170112667868734846e+01,2.382097404472440871e+01
5.695765317448353926e+01,1.970735252767459400e+01,2.333499429784186319e+01
5.696310850603205722e+01,2.031260570396095488e+01,2.272428579000698434e+01
5.696143208087832477e+01,2.161133779687667200e+01,2.142723012224499257e+01
5.720661721691411117e+01,2.170751744130856764e+01,2.108586534177731053e+01
5.671592684675715645e+01,2.249697884493265931e+01,2.078709430831017002e+01
5.701169778980042935e+01,2.337180733384404263e+01,1.961649487635551381e+01
5.693612872683016946e+01,2.236596077753277712e+01,2.069791049563703567e+01
6.088397677167791500e+01,1.900907377653241070e+01,2.010694945178965654e+01
6.298768634075477024e+01,1.825228091563682398e+01,1.876003274360839512e+01
6.248228002737709375e+01,1.940058553218614534e+01,1.811713444043675381e+01
6.250839752477639166e+01,1.890651365774200698e+01,1.858508881748158714e+01
6.469819525667237770e+01,1.733939609572416529e+01,1.796240864760344280e+01
6.452564320600681924e+01,1.853758568586592048e+01,1.693677110812724251e+01
6.526027105009232798e+01,1.896435252974664110e+01,1.577537642016100783e+01
6.500126227621235842e+01,2.003670989088634613e+01,1.496202783290127591e+01
7.088618086652260786e+01,1.497349695680796877e+01,1.414032217666941271e+01
7.134464451449488820e+01,1.515763290712759925e+01,1.349772257837750544e+01
