L,C,R
0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
1.477841995390144092e+01,6.445011553052508191e+01,2.077146451557348072e+01
2.001673113805980364e+01,4.589869355950312979e+01,3.408457530243706657e+01
2.606322816661047170e+01,3.671651988906137376e+01,3.722025194432817585e+01
3.274361087428752626e+01,2.614987596373993028e+01,4.110651316197255767e+01
3.526722461505338657e+01,2.399161141937398511e+01,4.074116396557263187e+01
3.701770057307277995e+01,2.312882273766276242e+01,3.985347668926446829e+01
3.737505202533321125e+01,2.377609206065177716e+01,3.884885591401503291e+01
4.075003626806535095e+01,2.041058610499552373e+01,3.883937762693914664e+01
4.138637046029290190e+01,2.012920970699655854e+01,3.848441983271055022e+01
4.139091792118109225e+01,2.061295236994316227e+01,3.799612970887576324e+01
4.252326288669487298e+01,1.579741720086523493e+01,4.167931991243990808e+01
4.223342164366673046e+01,1.600410740661601849e+01,4.176247094971726170e+01
4.289079091715132819e+01,1.602009887096509289e+01,4.108911021188359314e+01
4.496683547315492291e+01,1.603480911323167746e+01,3.899835541361341740e+01
4.551431818331883505e+01,1.396233761618187508e+01,4.052334420049930230e+01
4.504162792779718671e+01,1.314019143245677235e+01,4.181818063974605337e+01
4.463963142730813161e+01,1.412579652797644236e+01,4.123457204471544912e+01
4.372008348764373409e+01,1.445770502451079231e+01,4.182221148784549314e+01
4.364529716996225517e+01,1.541281840431817507e+01,4.094188442571957864e+01
4.444647294784558511e+01,1.838482800688489149e+01,3.716869904526954116e+01
4.849443557961807727e+01,1.516211305008479115e+01,3.634345137029715289e+01
4.750774786950542961e+01,1.836307151330813880e+01,3.412918061718644225e+01
4.757873110395013327e+01,2.004709468029856012e+01,3.237417421575131016e+01
4.915919645215160472e+01,1.787425809940643617e+01,3.296654544844196977e+01
5.096539609627151179e+01,1.670471900360789519e+01,3.232988490012061078e+01
5.134054150361171054e+01,1.654704674304267087e+01,3.211241175334563991e+01
5.359600505904890611e+01,1.598545524684270625e+01,3.041853969410840719e+01
5.620004984060349784e+01,1.433131808756284897e+01,2.946863207183366384e+01
5.527344651328012759e+01,1.748025022358061520e+01,2.724630326313928208e+01
5.618999453788422471e+01,1.509417051253260134e+01,2.871583494958318639e+01
