L,C,R
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.110557681522743451e-01,7.778884636954512821e-01,1.110557681522743451e-01
2.774290228079810405e-01,4.723403309876459399e-01,2.502306462043729640e-01
3.695784369719781748e-01,3.213635004518157201e-01,3.090580625762060496e-01
4.395950570999573870e-01,1.962402323856466402e-01,3.641647105143959173e-01
4.442260350107165578e-01,1.944258904783050801e-01,3.613480745109782788e-01
4.809079564452012900e-01,1.662072078526794783e-01,3.528848357021191484e-01
5.116059963392143306e-01,1.413263290287631035e-01,3.470676746320225381e-01
5.392205084647664348e-01,1.181069223396744999e-01,3.426725691955591069e-01
5.509028202797923157e-01,1.128728341333450902e-01,3.362243455868626496e-01
5.928106180344119291e-01,8.326914211358957263e-02,3.239202398519984705e-01
6.253554758776941336e-01,6.916361706316841163e-02,3.054809070591374409e-01
6.206452723762394541e-01,9.352628390478896769e-02,2.858284437189715366e-01
6.144098029129824168e-01,1.175392797307115156e-01,2.680509173563060399e-01
6.088138495280261964e-01,1.082422720800584742e-01,2.829438783919153155e-01
6.159581841116138490e-01,1.051926640105506350e-01,2.788491518778354883e-01
6.210480036244121482e-01,1.104558283034422633e-01,2.684961680721455468e-01
6.457218675494913462e-01,9.766723300033083865e-02,2.566108994501778984e-01
6.570854279836777501e-01,9.041123991298577467e-02,2.525033321033364753e-01
6.677376486999679894e-01,9.771045064130044755e-02,2.345519006587315491e-01
6.619526783206325371e-01,1.163741244215132642e-01,2.216731972578541709e-01
6.789271279474768939e-01,1.134543411099635385e-01,2.076185309425594427e-01
6.910697439567781153e-01,9.917986743566598040e-02,2.097503886075558488e-01
6.800232228439608839e-01,1.107364431599532073e-01,2.092403339960857978e-01
7.050789876991911953e-01,9.372651141121775276e-02,2.011945008895908993e-01
7.115455700159872832e-01,9.745341740336188607e-02,1.910010125806506087e-01
7.227041848831501358e-01,9.272074940284946720e-02,1.845750657140002582e-01
7.157438017274597719e-01,1.086032419935823862e-01,1.756529562789576338e-01
7.112432980681711037e-01,1.186042492411473331e-01,1.701524526906813828e-01
7.637137861594964772e-01,7.196103382019000683e-02,1.643251800203132940e-01
7.717227828965397274e-01,7.547871448716647613e-02,1.527985026162935744e-01
7.485877846933195467e-01,1.086374985178967245e-01,1.427747167887835344e-01
7.468124164723850544e-01,1.064945995049903921e-01,1.466929840226243731e-01
7.402022859431948154e-01,1.215842417722416552e-01,1.382134722845634045e-01
7.619271890942290737e-01,1.081342695327598413e-01,1.299385413730109184e-01
7.395578990708210343e-01,1.389403825989190822e-01,1.215017183302597170e-01
7.596259614713138930e-01,1.170810030830325421e-01,1.232930354456533567e-01
7.740298454886063162e-01,1.038924308160091431e-01,1.220777236953843048e-01
7.531324307924904815e-01,1.289223805325020178e-01,1.179451886750072925e-01
7.764285716805716664e-01,1.096828010838313411e-01,1.138886272355969370e-01
7.709307590926005593e-01,1.197048682734444536e-01,1.093643726339547928e-01
7.739423776736402694e-01,1.165017396040948783e-01,1.095558827222646719e-01
7.924827138857853948e-01,1.004456653037150149e-01,1.070716208104992850e-01
8.045842175323066892e-01,9.229347634879982165e-02,1.031223061188932810e-01
8.092554475364679423e-01,9.164224652114888459e-02,9.910230594238303437e-02
8.292274792576652676e-01,7.315675387945383412e-02,9.761576686288062077e-02
8.219826975662685165e-01,8.423766212716909951e-02,9.377964030656193994e-02
8.236030795208884037e-01,8.353487473694204413e-02,9.286204574216908036e-02
7.969655729726242699e-01,1.147069592066846111e-01,8.832746782069079983e-02
7.826093153924759127e-01,1.304623572854102243e-01,8.692832732211358548e-02
7.769159662457734150e-01,1.343509636467956070e-01,8.873307010743072820e-02
7.790646275790282793e-01,1.232007905340638670e-01,9.773458188690757609e-02
7.854653343124552434e-01,1.202745547907068113e-01,9.426011089683763999e-02
7.937913065886536002e-01,1.104940104711752691e-01,9.571468294017085321e-02
7.868779723192471653e-01,1.114743374322151870e-01,1.016476902485373979e-01
8.028451429013341301e-01,9.799413943330492760e-02,9.916071766536069254e-02
7.794913584134984808e-01,1.142943453797476694e-01,1.062142962067536556e-01
7.767863211591248263e-01,1.208424392246620765e-01,1.023712396162127919e-01
7.847364017972091599e-01,1.139444057472868838e-01,1.013191924555036094e-01
7.911101270733967850e-01,1.107596859547212570e-01,9.813018697188163886e-02
7.872940285677713090e-01,1.175003248206211715e-01,9.520564661160722808e-02
8.094170833663547615e-01,9.787190125912106908e-02,9.271101537452403063e-02
7.815460981703552523e-01,1.259461964174340975e-01,9.250770541221051135e-02
7.922259672463267677e-01,1.167099188042361041e-01,9.106411394943685067e-02
7.909324758525586585e-01,1.231263275160181248e-01,8.594119663142286980e-02
7.863487381573611712e-01,1.307124888974421084e-01,8.293877294519635957e-02
7.737262140048889458e-01,1.422988372316859595e-01,8.397494876342474768e-02
7.501577854266213707e-01,1.666296968628782349e-01,8.321251771050014456e-02
7.911822660308476252e-01,1.213999174816182969e-01,8.741781648753371714e-02
8.070590683530391996e-01,1.058057717951644550e-01,8.713515985179597079e-02
7.879592148520571104e-01,1.266379098080253618e-01,8.540287533991718083e-02
7.577898790682984220e-01,1.584916717392486074e-01,8.371844919245266525e-02
7.325501741135406197e-01,1.781313901033090008e-01,8.931843578315006027e-02
7.355029949821727531e-01,1.744360634446061875e-01,9.006094157322080962e-02
7.297248620799812180e-01,1.796988279528224652e-01,9.057630996719601146e-02
7.087571427583043704e-01,1.938498746589179811e-01,9.739298258277742648e-02
6.694066114009928903e-01,2.201636591201970583e-01,1.104297294788096490e-01
6.666559456384235638e-01,2.091682850318721809e-01,1.241757693297038390e-01
6.191407905468707673e-01,2.504662090671124219e-01,1.303930003860165332e-01
6.729666434364250938e-01,1.775168136880182490e-01,1.495165428755563797e-01
6.737120778933228804e-01,1.805607328257730626e-01,1.457271892809038627e-01
6.832558357783792280e-01,1.486842101176992226e-01,1.680599541039213274e-01
6.151440953785851651e-01,2.213832960159851093e-01,1.634726086054295036e-01
5.767648032878545106e-01,2.466513507001239780e-01,1.765838460120213449e-01
6.059569602337937511e-01,1.977266415944754496e-01,1.963163981717305495e-01
5.675747591036015560e-01,2.349482847614813574e-01,1.974769561349168367e-01
5.416633411496959427e-01,2.463073201607790252e-01,2.120293386895247822e-01
5.248359116262162338e-01,2.253888754587412835e-01,2.497752129150422051e-01
4.732420568657068616e-01,2.453461674987086616e-01,2.814117756355841715e-01
4.617194128244744289e-01,2.386077049388033722e-01,2.996728822367218936e-01
4.066668281656535822e-01,2.627783727434613303e-01,3.305547990908848099e-01
3.746343783728988130e-01,2.563990314749958754e-01,3.689665901521050340e-01
3.684795916472017319e-01,1.958949617648426123e-01,4.356254465879554338e-01
3.214024341126600071e-01,2.367265906307128298e-01,4.418709752566269966e-01
2.764962909114006551e-01,2.644773400994086532e-01,4.590263689891905807e-01
2.543524486127107798e-01,2.677990252068667698e-01,4.778485261804222284e-01
2.252269869867108976e-01,2.629803334392751268e-01,5.117926795740137536e-01
2.036179915602288892e-01,2.543011412175043562e-01,5.420808672222665603e-01
1.728299701270502864e-01,2.351897473088989110e-01,5.919802825640506638e-01
1.466288051274598492e-01,2.818446274665023510e-01,5.715265674060376888e-01
1.523778247385537132e-01,2.442897718281630270e-01,6.033324034332830932e-01
1.322089447975866305e-01,2.619359858204202141e-01,6.058550693819929611e-01
1.143317066470489196e-01,3.015264151778636048e-01,5.841418781750873368e-01
1.045581012670547538e-01,2.163372926051728151e-01,6.791046061277722368e-01
8.595071966679622422e-02,2.118093118743325509e-01,7.022399684588710445e-01
7.629354972972918203e-02,2.107600439462209707e-01,7.129464063240498195e-01
