L,C,R
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.849726424295407012e-01,6.300547151409185975e-01,1.849726424295407012e-01
4.218029387238321215e-01,1.647298566699348654e-01,4.134672046062329298e-01
4.376271372176547825e-01,1.616036874281380764e-01,4.007691753542071411e-01
4.536968982626186642e-01,1.449212854171142706e-01,4.013818163202669820e-01
4.668172197203936946e-01,1.389887032608644879e-01,3.941940770187417620e-01
4.873408543820206273e-01,1.337888662133114859e-01,3.788702794046677758e-01
4.841358093385133565e-01,1.492178674883106182e-01,3.666463231731759698e-01
4.841486148556704561e-01,1.309135283292456875e-01,3.849378568150838009e-01
4.912245168706842469e-01,1.367741071444084910e-01,3.720013759849072899e-01
5.119218876987395861e-01,1.183299737828934495e-01,3.697481385183669089e-01
5.392564765997790444e-01,8.582319779200041354e-02,3.749203256082204727e-01
5.409033815517689803e-01,9.618294156877003898e-02,3.629136768794608559e-01
5.449062981293661956e-01,1.211684532909964029e-01,3.339252485796373460e-01
5.427640355914866710e-01,1.325788567917849103e-01,3.246571076167283354e-01
5.602138306696735626e-01,1.254829807597470925e-01,3.143031885705793171e-01
5.753264035970876433e-01,1.119961361992496546e-01,3.126774602036626605e-01
5.899268314404819691e-01,9.554469724973707612e-02,3.145284713097809548e-01
6.008942950231010993e-01,1.001873260364369439e-01,2.989183789404619151e-01
5.943892857546263508e-01,1.176339366564744526e-01,2.879767775888992243e-01
6.056178182765135087e-01,1.162424818454859676e-01,2.781396998780005791e-01
5.955458766882537613e-01,1.210191034149051131e-01,2.834350198968412227e-01
5.985732898834777993e-01,1.216588437674377271e-01,2.797678663490845707e-01
6.101086124164476487e-01,1.099300010351158957e-01,2.799613865484365527e-01
6.294759280186141837e-01,1.018539480864285862e-01,2.686701238949572579e-01
6.281573549652975652e-01,1.155936144760729423e-01,2.562490305586294648e-01
6.600744965320189950e-01,9.210425728054992545e-02,2.478212461874310379e-01
6.431930666293461663e-01,1.216675218054077828e-01,2.351394115652459815e-01
6.736884884731227929e-01,8.054893862514145297e-02,2.457625729017357263e-01
6.701109685114218228e-01,9.951656782993255346e-02,2.303724636586456376e-01
6.810437258538108996e-01,1.006793516115572495e-01,2.182769225346319897e-01
6.954662016241897060e-01,9.692611957821348212e-02,2.076076787975967008e-01
6.983199353504613294e-01,1.068737842334119004e-01,1.948062804161267425e-01
7.177927854744848846e-01,8.856442683470217014e-02,1.936427876908130841e-01
7.414606302174711061e-01,7.118915471224518399e-02,1.873502150702837932e-01
