L,C,R
0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
7.757169352140746987e+00,8.448566129571851491e+01,7.757169352140746987e+00
1.906177135169445691e+01,6.077937416855669284e+01,2.015885447974885025e+01
2.831607427950683942e+01,4.003370537925348316e+01,3.165022034123967387e+01
3.188447949772219303e+01,3.015164020982891202e+01,3.796388029244889140e+01
3.320531139098481788e+01,2.985691054628756191e+01,3.693777806272761666e+01
3.744912850279162342e+01,2.419900194476740296e+01,3.835186955244096652e+01
3.794290073640398475e+01,2.569750163959622924e+01,3.635959762399977535e+01
3.902432738925727307e+01,2.646969010771250908e+01,3.450598250303020365e+01
4.020269190247007174e+01,2.440849042937418290e+01,3.538881766815573826e+01
4.487817655990045296e+01,2.137903191445382944e+01,3.374279152564570694e+01
4.471879655645713569e+01,2.393291013826372193e+01,3.134829330527912816e+01
4.924378559183887205e+01,1.679112534467750351e+01,3.396508906348361023e+01
5.132140483587517821e+01,1.594340089009361172e+01,3.273519427403119408e+01
5.276932112762803939e+01,1.623718022535664218e+01,3.099349864701530066e+01
5.286600468315756274e+01,1.863347209422109430e+01,2.850052322262132165e+01
5.301957926942308319e+01,1.871021349989367266e+01,2.827020723068322283e+01
5.650661546342906405e+01,1.707053967723949839e+01,2.642284485933141980e+01
5.482503438780802441e+01,2.034867457797735568e+01,2.482629103421459504e+01
5.729460110312570720e+01,1.789705170887934926e+01,2.480834718799492933e+01
6.240530246088743382e+01,1.344590872665948744e+01,2.414878881245307340e+01
6.131894837054594660e+01,1.610536247095002338e+01,2.257568915850402291e+01
6.161725336923859686e+01,1.684044249255445180e+01,2.154230413820694423e+01
6.097001053010234273e+01,1.780083407817025432e+01,2.122915539172739940e+01
6.049408214263741712e+01,1.995671920733497373e+01,1.954919865002760204e+01
6.021814808181008516e+01,2.097303506132886852e+01,1.880881685686104277e+01
6.045434675909976363e+01,2.004098659797857707e+01,1.950466664292165575e+01
6.183751512178503162e+01,1.961429201695986890e+01,1.854819286125508881e+01
6.301421403076219008e+01,1.867246039534553503e+01,1.831332557389226778e+01
6.452874413624974181e+01,1.840793852065921854e+01,1.706331734309102899e+01
6.472335813458637688e+01,1.926498177526894651e+01,1.601166009014466596e+01
