L,C,R
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.213392649638693643e-02,8.157321470072260716e-01,9.213392649638693643e-02
2.303099653503307698e-01,5.673651904051904005e-01,2.023248442444788575e-01
3.968832547401683342e-01,2.642695516563254854e-01,3.388471936035061804e-01
4.811433347669437643e-01,1.598452198984843531e-01,3.590114453345718548e-01
5.123269334969023925e-01,1.388160436206695991e-01,3.488570228824279806e-01
5.448777310539402174e-01,1.181164653675227938e-01,3.370058035785369333e-01
5.554837671894405915e-01,1.188678662718101742e-01,3.256483665387492898e-01
5.647805455615860781e-01,1.290493165145924492e-01,3.061701379238215281e-01
5.635551298932739428e-01,1.336714604678848339e-01,3.027734096388412510e-01
5.587831158981609869e-01,1.430282502481389773e-01,2.981886338537000913e-01
5.744059518845697765e-01,1.285112431624428897e-01,2.970828049529873893e-01
5.917926786399526629e-01,1.247640490602592439e-01,2.834432722997881071e-01
6.003203062638414744e-01,1.163892024875965159e-01,2.832904912485620930e-01
6.214948086256764093e-01,1.089092049526786399e-01,2.695959864216450619e-01
6.353231724287925486e-01,1.090042156290125935e-01,2.556726119421949828e-01
6.346159749414739260e-01,1.258175866193929349e-01,2.395664384391331947e-01
6.393077518173648777e-01,1.270287916376039994e-01,2.336634565450312340e-01
6.596008250261577999e-01,1.161766972482952409e-01,2.242224777255470425e-01
6.515160270684297039e-01,1.400090242476565161e-01,2.084749486839139465e-01
7.086873757310079291e-01,8.868866893795891715e-02,2.026239553310333341e-01
7.210798457099467651e-01,8.556705873027610487e-02,1.933530955597771717e-01
7.121837123132539471e-01,1.040971384789642212e-01,1.837191492077818455e-01
6.976965930949539096e-01,1.294339846557349960e-01,1.728694222493110388e-01
7.421254189675475788e-01,8.846803243833574470e-02,1.694065485941167182e-01
7.271501704366357677e-01,1.124895201864988675e-01,1.603603093768654619e-01
7.073105117859409541e-01,1.389497149640658291e-01,1.537397732499933001e-01
6.935356546012478862e-01,1.480584767765203980e-01,1.584058686222317991e-01
